"Pop","Species","SPAD","L_Aarea","L_Amass","L_Con","L_Ci","L_iWUE","L_NightRespArea","L_NightRespmass","LA","L_Peri","L_Circ","LS","LMA","L_FreshMass","L_DryMass","LWC","LDMC","L_MidribT","L_LaminaT","L_Tough","L_life","LN","LD15C","LPNUE","LC","LD13C","LCN","LP","Leaf_N_P","L_VeinD","L_T_activity","LTD","L_LipidC","L_AshC","WPTB","WPBMF","WPSMF","WPLMF","WPRMF","WPFB","WPFF","FPFM","FDFM","FRFM","FTFM","FPDM","FDDM","FRDM","FTDM","FPWC","FDWC","FRWC","FTWC","P_D","P_T","D_T","R_T","FRL","FRW","FDD","FDC","FTD","FTC","FTA","FDA","FPA","FRN","FPD","FAIR","FPAF","FDAF"
"CRP","H_angustifolius",40.9,34.2485028862126,603.776952328547,1.08861556550596,329.968963379667,31.4606036983264,-0.91430927529838,-16.1186277122675,19.498,54.222,0.083,0.461,56.723766540158,0.9144,0.1106,7.26763110307414,0.12095363079615,1.14,0.44,112.46958811727,218.5,2.81,0.98,21486.7242821547,39.8,-30.08,14.1637010676157,0.2497,11.2535042050461,7.368925048,1.28232345240003,87,3.389830508,17.0124481327793,187.6581,0.268253808388767,0.515523710407384,0.172225979054461,0.0439965021493876,243,284,0.6963,0.671,0.21715,1.58445,0.1011,0.1481,0.0391,0.2883,5.88724035608309,3.53072248480756,4.5537084398977,4.49583766909469,0.682646860229575,0.350676378772112,0.513701005896635,0.135622615331252,3.1,1.15,1.75,5.49778714378214,7.95,24.9756615960389,49.6391274221272,2.40528187540469,47.2338455467225,20,3.63782727067189,19.6375510204082,0.951544638265891,0.0484553617341086
"CRP","H_angustifolius",39.1,34.5826003683539,730.634534298351,1.12093938032683,331.086989712239,30.8514456493362,-1.4483385937346,-30.5993818471776,17.768,47.15,0.1,0.413,47.3322827555155,0.7034,0.0841,7.36385255648038,0.119562126812624,1.14,0.3,120.957858918573,135,4.26,0.37,17151.0454060646,41.95,-30.06,9.84741784037559,0.3883,10.9708987895957,8.083320671,1.24784378294653,92,5.529953917,13.7404580152688,276.971,0.238963646013482,0.555098187174831,0.156826888013547,0.0491112787981413,243,299,0.296254526575434,0.44626553569831,0.176790202827136,0.91931026510088,0.0431697008771924,0.0973004776820525,0.0324685293398806,0.172938707899125,5.96576961831307,3.60779364483815,4.38230593046816,4.30911313014006,0.449583261325728,0.248646460271729,0.56689585000585,0.184457688319252,2.79573589452424,0.827723172706115,1.36187720338419,4.27846341724317,6.95334899243267,21.8445901124725,39.4186443866153,1.51396288806898,37.9046814985463,14.5700042133723,3.4997447933559,27.1728191202291,0.958683030151761,0.0413169684450711
"CRP","H_angustifolius",41.3,28.7336239597001,630.111921427831,1.08350972066203,339.084027056172,26.5190273901224,-1.10326919491867,-22.4436436857423,16.469,48.706,0.087,0.322,45.6008257939158,0.7452,0.0751,8.92276964047936,0.10077831454643,1.24,0.44,123.079926618899,161.5,3.13,1.12,20131.371291624,38.61,-31.55,12.3354632587859,0.2559,12.231340367331,7.967978255,1.34285016894743,74,4.18336606143199,18.8596491228077,200.9347,0.069475307152025,0.66767959939224,0.178515706844064,0.0843293866116704,246,296,0.284116600167266,0.42803976333706,0.163319724634947,0.875476088139273,0.0420953340292814,0.0952398290300197,0.0295095991646134,0.166844762223915,5.81600903880858,3.53029186980412,4.56963473207135,4.27233632656817,0.453632110552241,0.252377088907636,0.572156517933617,0.175466391826618,2.76535450307682,0.848221218833205,1.3527708770061,4.24985504919258,6.88347988315974,21.6250898320678,38.4414283833793,1.47831444232941,36.9631139410498,14.0752829193223,3.37830963540803,26.6023650554292,0.958345482401567,0.0416545162663042
"CRP","H_angustifolius",33.8,28.6136081886808,464.496988261784,1.09207004291931,337.764511991901,26.201257304148,-1.09628826379891,-22.2512481201033,11.266,40.537,0.086,0.614,61.601278182141,0.5263,0.0694,6.5835734870317,0.131863955918678,1.13,0.46,131.568197420202,74.5,3.04,1.23,15279.5061928219,41.67,-29.87,13.7072368421053,0.2683,11.3306000745434,7.63270103243164,1.78411709661356,126,4.25046654352316,14.7126436781593,271.836,0.108234376609426,0.670214026103975,0.178146014508748,0.0434055827778514,248,310,0.24665,0.44555,0.1952,0.8874,0.0514,0.1007,0.0409,0.193,3.79863813229572,3.42452830188679,3.77261613691932,3.5979274611399,0.510427010923535,0.266321243523316,0.521761658031088,0.211917098445596,2.65,0.75,1.25,3.92699081698724,6.55,20.5774318810131,33.695544705159,1.22718463030851,32.4683600748505,17,4.32901445209955,26.4576,0.963580210943418,0.0364197890565818
"MAN","H_angustifolius",32,25.3436607818568,542.879257977702,1.21157477084604,350.542374591112,20.9179502509443,-0.758686555800458,-16.2516061904312,13.238,46.078,0.078,0.405,46.6837890920079,0.5462,0.0618,7.83818770226537,0.113145367997071,0.73,0.44,101.85924961564,80,2.77,3.33,19598.5291688701,39.65,-31.14,14.3140794223827,0.2874,9.63813500347947,7.43643828571186,1.66969869045076,56,2.33463035,17.7142857142854,210.3234,0.250758593670509,0.54274084576419,0.159409747084728,0.0470908134805732,243,284,0.0797,0.37625,0.0963,0.55225,0.01235,0.08555,0.0179,0.1158,5.45344129554656,3.39801285797779,4.37988826815642,3.76899827288428,0.144360023378141,0.106649395509499,0.738773747841105,0.154576856649395,1.6,0.35,1.35,4.24115008234622,4.55,14.2942465738336,16.2597054777357,1.43138815279185,14.8283173249438,12,2.82942121052258,10.3593964334705,0.911967153725395,0.0880328462746045
"MAN","H_angustifolius",36.6,29.3801413939443,525.268723082682,1.24151783596446,342.836190808815,23.6646953775906,-0.270049272806331,-4.82803791834798,12.64,37.653,0.112,0.889,55.9335443037975,0.5248,0.0707,6.42291371994342,0.134717987804878,1.08,0.25,157.033009824112,72.5,2.48,2.01,21180.1904468823,41.2,-29.95,16.6129032258065,0.1749,14.1795311606632,7.176474706,4.53044344955135,104,2.978723404,22.2222222222332,187.3917,0.254608928783932,0.498366256349668,0.204162724389607,0.0428620904767927,239,284,0.1535,0.2973,0.0983,0.5491,0.02465,0.07265,0.01915,0.11645,5.22718052738337,3.09222298692361,4.1331592689295,3.71532846715328,0.339298004129387,0.211678832116788,0.623872906826964,0.164448261056247,2.05,0.7,1.3,4.08407044966673,5.4,16.9646003293849,22.9022104446696,1.32732289614169,21.5748875485279,13,3.18309886183791,16.2544378698225,0.942043895747599,0.0579561042524006
"MAN","H_angustifolius",26.6,22.9921521912284,638.75726841795,1.1723686371645,352.347392929368,19.6117086915915,-1.04463255419363,-23.2344310349299,21.364,47.97,0.117,0.813,35.9951319977532,0.6723,0.0769,7.74252275682705,0.114383459764986,1.12,0.24,112.46958811727,94.5,3.45,0.55,18514.7034324043,40.99,-30.91,11.8811594202899,0.3498,9.86277873070326,7.557049934,2.47048680600136,52,3.99784342125503,14.6739130434781,147.8858,0.224133757264051,0.457131786824699,0.27484991797725,0.0438845379340004,239,284,0.1603,0.2702,0.1157,0.5462,0.0307,0.0658,0.0241,0.1206,4.2214983713355,3.1063829787234,3.80082987551867,3.52902155887231,0.466565349544073,0.254560530679934,0.545605306799337,0.19983416252073,1.9,0.7,0.9,2.82743338823081,4.7,14.765485471872,17.3494454294496,0.636172512351933,16.7132729170977,13,4.5978094670992,26.2716049382716,0.963331824354912,0.0366681756450883
"MAN","H_angustifolius",34.3,30.9794866504605,534.494181070603,0.908338731865593,327.661423211857,34.1056541614528,-1.1313269875472,-22.6585346066934,12.267,44.646,0.077,0.388,57.960381511372,0.5584,0.0711,6.85372714486639,0.127328080229226,1.12,0.34,140.056468221506,112,2.68,2.4,19943.812726515,40.86,-29.91,15.2462686567164,0.3028,8.85072655217966,7.557700807,3.21163284780176,69,4.48912328624395,14.9006622516563,210.9862,0.220462286159,0.562804107567225,0.181846490433972,0.0348871158398037,243,293,0.27615,0.3742,0.1343,0.78465,0.0446,0.0927,0.02785,0.16515,5.19170403587444,3.03667745415318,3.82226211849192,3.7511353315168,0.481121898597627,0.270057523463518,0.561307901907357,0.168634574629125,2.9,1,1.55,4.86946861306418,7.35,23.090706003885,42.4291722821386,1.88691908756237,40.5422531945763,13,2.66969581960599,21.4859521331946,0.955527789347031,0.0444722106529687
"MAN","H_angustifolius",34,17.3636659922233,243.440091931142,0.369272009527455,302.691113587898,47.0213434656013,-1.11407468693251,-22.6598857442984,9.772,40.858,0.074,0.488,71.3262382316824,0.4373,0.0697,5.27403156384505,0.159387148410702,1.51,0.59,171.887483726393,185.5,2.41,2.09,10101.2486278482,41.13,-29.45,17.0663900414938,0.2154,11.188486536676,7.50360810979113,3.55972174184055,62.0086650922845,4.28568267289782,14.9090909090885,292.3505,0.230850297844539,0.54318018953277,0.195740386967014,0.030229125655677,246,302,0.2451,0.32625,0.14405,0.7154,0.0439,0.0772,0.0355,0.1566,4.58314350797267,3.22603626943005,3.05774647887324,3.56832694763729,0.568652849740933,0.280332056194125,0.492975734355045,0.22669220945083,2.9,0.85,1.25,3.92699081698724,7.05,22.148228207808,39.0362522162617,1.22718463030851,37.8090675859532,12.5,3.18309886183791,30.8096,0.968562949549821,0.0314370504501786
"FIR","H_annuus",36.8,36.3552459410502,780.373488080447,1.87489750723622,341.694656696491,19.3905244423955,-0.707469996048148,-15.1860017512621,88.265,57.979,0.33,0.801,46.5869823825979,3.0037,0.4112,6.30471789883268,0.136897826014582,1.49,0.43,106.103385016292,48,4.43,1.94,17615.6543584751,43.15,-29.05,9.74040632054176,0.1773,24.9858996051889,12.56471113,0.362013025708881,226,5.283018868,14.3678160919546,110.85,0.249526387009472,0.473883626522328,0.099233198015336,0.177356788452864,176,194,0.50385,2.54855,1.00525,4.05765,0.0848,0.55475,0.21655,0.8561,4.94162735849057,3.59405137449302,3.64211498499192,3.73969162481019,0.152861649391618,0.0990538488494335,0.647996729354047,0.252949421796519,3.05,0.85,3.2,10.0530964914873,9.3,29.2168116783851,67.9290871522453,8.04247719318987,59.8866099590554,21,2.08890862808113,7.4462890625,0.881604809804602,0.118395190195398
"FIR","H_annuus",31.6,36.4256229344281,797.277720085487,2.11413443963802,347.512545272414,17.2295679269407,-0.566026717355568,-12.3890946637507,68.684,50.601,0.337,0.818,45.6874963601421,2.3109,0.3138,6.3642447418738,0.135791250162274,1.41,0.5,110.347520416944,54.5,3.75,1.33,21260.7392022797,42.33,-30.28,11.288,0.2369,15.8294639088223,9.120421473,0.867008442396252,98,7.766990291,12.571428571428,109.24,0.300164774807763,0.439399487367265,0.13429146832662,0.126144269498352,187,205,0.4861,1.43545,0.58815,2.5097,0.08965,0.32285,0.1016,0.5141,4.42219743446737,3.44618243766455,4.7888779527559,3.88173507099786,0.277683134582624,0.174382415872398,0.627990663295079,0.197626920832523,2.6,0.75,2.35,7.38274273593601,7.55,23.7190245346029,44.769658809063,4.33736135736241,40.4322974517006,20.5,2.77674581564583,9.32186509732911,0.903118284285777,0.096881715714223
"FIR","H_annuus",36.7,42.2258498239145,1133.84470905332,2.43238200754281,344.437717493792,17.3598759129825,-0.98390021363073,-22.503527711762,120.216,61.139,0.404,0.844,37.2412989951421,3.4934,0.4477,6.80299307572035,0.128155951222305,1.4,0.47,133.690265120528,65,4.55,1.43,24919.6639352377,41.42,-30,9.1032967032967,0.1746,26.0595647193585,10.1981419527963,0.370084187929309,161,4.529616725,16.6336633663367,108.22,0.327019035298466,0.366660506375901,0.136111624468675,0.170208833856958,180,208,0.27005,1.4698,1.3757,3.11555,0.05325,0.45695,0.15255,0.66275,4.07136150234742,2.21654447970237,8.01802687643396,3.70094304036213,0.116533537586169,0.0803470388532629,0.689475669558657,0.23017729158808,1.95,0.7,2.6,8.16814089933346,6.5,20.4203522483337,33.1830724035422,5.30929158456675,27.8737808189754,17,2.08125694812479,5.25,0.84,0.16
"FIR","H_annuus",31.6,25.5196744762654,661.8227343955,1.68276410254499,357.174507585468,15.1653309205193,-1.53416071160311,-33.3174014367395,7.054,15.371,0.375,0.895,38.5596824496739,0.1715,0.0272,5.30514705882353,0.158600583090379,0.67,0.35,127.324062019551,31.5,3.03,2.19,21842.3344684984,41.85,-30.39,13.8118811881188,0.381446883424356,13.0426101638869,9.077532112,0.65422400476038,57,5,11.4942528735669,112.56,0.36273987206823,0.364339019189765,0.162402274342573,0.110518834399431,205,223,0.14505,0.3837,0.2054,0.73415,0.0158,0.09105,0.0326,0.13945,8.18037974683544,3.21416803953871,5.30061349693252,4.26461097167444,0.173531026908292,0.113302258874148,0.652922194334887,0.233775546790964,2.6,0.8,1.5,4.71238898038469,6.7,21.0486707790516,35.2565235549115,1.76714586764426,33.4893776872672,11,2.33427249868113,18.9511111111111,0.949877478280241,0.0501225217197594
"FIR","H_annuus",34.3,38.929124087665,1282.9416372618,1.79680366459986,333.886538502173,21.665763964442,-1.22054941094625,-28.3308820448026,85.059,50.615,0.417,0.855,30.3436438236988,2.3544,0.2581,8.12204571871368,0.10962453278967,1.69,0.48,84.8827080130337,74.5,6,1.23,21382.3606210299,41.63,-29.69,6.93833333333333,0.4409,13.6085280108868,7.548199517,0,102,2.247191011,14.0562248995979,125.76,0.28117048346056,0.467557251908397,0.114980916030534,0.136291348600509,190,213,0.4594,1.7477,0.67915,2.88625,0.0749,0.39645,0.1097,0.58105,5.13351134846462,3.40837432210871,5.19097538742024,3.96730057654247,0.188926724681549,0.128904569314173,0.682299285775751,0.188796144910077,3,1.15,2.25,7.06858347057703,8.25,25.9181393921158,53.4561624962388,3.97607820219958,49.4800842940392,15.5,2.192801438155,12.4444444444444,0.925619834710744,0.0743801652892562
"FIR","H_annuus",33,32.8343450674469,975.987697910578,1.96484043705126,346.78172662937,16.7109473361222,-1.05064140537008,-24.9238561099486,64.651,48.689,0.343,0.845,33.6421710414379,1.8042,0.2175,7.2951724137931,0.120552045227802,1.1,0.48,123.079926618899,44.5,4.64,2.26,21034.2176273832,41.74,-29.32,8.99568965517241,0.2279,20.3598069328653,10.71624454,0,102,3.50877193,14.880952380953,105.5,0.114218009478673,0.475829383886256,0.197251184834123,0.212701421800948,180,202,0.3892,2.21025,0.84055,3.44,0.0733,0.45095,0.14095,0.6652,4.30968622100955,3.90131943674465,4.96346222064562,4.17137702946482,0.162545736777913,0.110192423331329,0.677916416115454,0.211891160553217,2.15,0.85,2.4,7.5398223686155,6.7,21.0486707790516,35.2565235549114,4.5238934211693,30.7326301337421,21,2.78521150410817,6.79340277777778,0.871686344397416,0.128313655602584
"KON","H_annuus",32.9,39.7809958618459,768.200550400364,1.880269745807,338.753276387726,21.157068527299,-0.535533093804147,-10.3415414447311,129.073,67.378,0.357,0.773,51.7846489970792,4.9385,0.6684,6.38853979652902,0.135344740305761,1.71,0.57,131.568197420202,47,4.07,2.03,18874.7063980433,40.74,-29.49,10.009828009828,0.4016,10.1344621513944,8.794266402,0.950498144256632,139,5.035971223,15.1093439363818,209.51,0.25970120757959,0.431387523268579,0.155123860436256,0.153787408715574,197,220,1.32755,5.54645,2.1082,8.9822,0.2144,0.7725,0.3909,1.3778,5.19193097014925,6.17987055016181,4.39319519058583,5.51923356074902,0.277540453074434,0.155610393380752,0.560676440702569,0.283713165916679,5.2,1.5,3.95,12.4092909816797,14.35,45.0818545790135,161.731153302211,12.2541748444087,149.476978457802,21,1.69228040755939,12.1980451850665,0.924231203486749,0.0757687965132514
"KON","H_annuus",30.5,39.9951964764531,765.965206880632,1.76824658962318,335.727866049025,22.6185627678638,-0.725027876692461,-13.8853206507417,74.997,52.842,0.338,0.838,52.2154219502113,2.49,0.3916,5.3585291113381,0.157269076305221,1.12,0.54,127.324062019551,48,4.06,2.06,18866.1381005082,40.83,-29.48,10.0566502463054,0.3448,11.7749419953596,10.45705385,0.751449101274779,118,2.589641434,15.9615384615387,87.3,0.176403207331042,0.46930126002291,0.177434135166094,0.176861397479954,197,223,1.11345,5.81805,2.1203,9.0518,0.2018,1.29065,0.36505,1.8575,4.51759167492567,3.50784488436059,4.80824544582934,3.87310901749664,0.156355324836323,0.10864064602961,0.694831763122477,0.196527590847914,4.9,1.3,4.05,12.7234502470387,13.85,43.5110582522186,150.657039198307,12.8824933751266,137.77454582318,21.5,1.68979322295099,10.6947111720774,0.914491261452645,0.085508738547355
"KON","H_annuus",33.9,38.111000296222,910.257271369866,2.14577232690903,345.589910481207,17.7609711050383,-0.86933367163944,-19.6025138473051,75.188,48.024,0.41,0.877,41.8683832526467,3.437,0.3148,9.91804320203304,0.0915915042187955,1.35,0.55,106.103385016292,52,4.94,1.81,18426.2605540459,41.95,-29.04,8.4919028340081,0.378,13.0687830687831,10.80909671,0,86,2.177858439,17.0873786407766,112.84,0.148351648351648,0.600939383197448,0.112814604750089,0.137894363700815,197,223,1.28695,6.53565,2.3264,10.149,0.23445,1.49,0.4177,2.14215,4.4892301130305,3.38634228187919,4.56954752214508,3.73776346194244,0.157348993288591,0.109446117218682,0.69556286908013,0.194991013701188,4.65,1.6,4.25,13.3517687777566,13.55,42.5685804561417,144.20106629518,14.1862543263664,130.014811968814,21.5,1.61027354187094,9.16484429065744,0.901621709944037,0.0983782900559633
"KON","H_annuus",41.9,45.9367576967656,949.989489967958,2.23331170597488,336.333866701995,20.5688966631343,-0.907787780743373,-20.6076392291115,116.141,63.634,0.36,0.81,48.3550167468852,2.2969,0.5616,3.08992165242165,0.244503461186817,1.91,0.55,108.225452716618,50.5,4.72,1.68,20126.8959738974,40.93,-29.12,8.67161016949153,0.3046,15.4957321076822,6.288212429,0,83,1.988071571,17.8770949720667,96.43,0.238722389297936,0.407860624287048,0.183241729752152,0.170175256662864,205,223,0.6797,2.70625,1.45845,4.8444,0.13035,0.6537,0.2869,1.07095,4.21442270809359,3.13989597674774,4.08347856395957,3.52346047901396,0.199403396053235,0.121714365750035,0.610392642046781,0.267892992203184,3.7,1.35,2.65,8.32522053201295,10.05,31.5730061685774,79.3271779985508,5.51545860245858,73.8117193960922,17.5,2.10204641819484,13.3826984692061,0.930472018019356,0.069527981980644
"KON","H_annuus",32.2,31.0736488744054,615.969058106392,1.21472276290476,333.110053251563,25.5808566558013,-0.952323533604226,-21.7346084953531,114.041,63.489,0.356,0.827,50.4467691444305,4.6304,0.5753,7.04867025899531,0.124244125777471,1.77,0.48,110.347520416944,59.5,3.69,1.57,16692.9284039672,42.02,-29.89,11.3875338753388,0.2831,13.0342635111268,9.736561095,0,47,1.186440678,19.2949907235615,95.31,0.168712621970412,0.555660476340363,0.174273423565208,0.101353478124016,197,223,0.9096,4.2808,1.66635,6.85675,0.1592,0.9366,0.308,1.4038,4.71356783919598,3.57057441810805,4.41022727272727,3.88442085767203,0.169976510783686,0.113406468157857,0.667189058270409,0.219404473571734,3.8,1.5,3.4,10.6814150222053,11,34.5575191894877,95.0331777710912,9.0792027688745,85.9539750022168,21,1.96603164995871,9.46712802768166,0.904462809917356,0.0955371900826446
"UTA","H_annuus",29.7,40.74790886633,784.466335951871,1.98700556716291,341.389145114879,20.5071941114442,-0.694355168490332,-13.3675143100396,76.641,55.836,0.309,0.804,51.9434767291658,2.8434,0.3981,6.14242652599849,0.140008440599283,1.64,0.59,131.568197420202,94.5,3.3,-1.71,23771.7071500567,39.9,-28.97,12.0909090909091,0.3048,10.8267716535433,12.43624321,0.669099197466158,123,3.682170543,17.4852652259342,110.28,0.182172651432717,0.448404062386652,0.150525933986217,0.218897352194414,176,190,0.59025,2.5862,1.5915,4.76795,0.0848,0.52635,0.26465,0.8758,5.96049528301887,3.91346062505937,5.01360287171736,4.4441082438913,0.161109527880688,0.0968257593057776,0.600993377483444,0.302180863210779,3.05,1.1,3.1,9.73893722612836,9.2,28.9026524130261,66.47610054996,7.54767635024948,58.9284241997105,17.5,1.79691064781172,7.80749219562955,0.886460302457467,0.113539697542533
"UTA","H_annuus",30.9,39.3017820856393,821.632747618222,1.84203548103278,339.002562427912,21.3360613790153,-0.501014862861713,-10.4740853092525,96.919,61.636,0.321,0.77,47.8337580866497,3.7229,0.4636,7.03041415012942,0.124526578742378,1.91,0.5,133.690265120528,43,3.02,0.27,27206.3823714643,39.38,-29.47,13.0397350993377,0.4291,7.03798648333722,12.18946749,0.363837987866672,117,1.584158416,13.793103448276,74.54,0.191574993292192,0.430238797960826,0.209551918433056,0.168634290313925,183,211,1.136345,3.68405,1.641,6.461395,0.1725,0.8412,0.29325,1.30695,5.58750724637681,3.37951735615787,4.59590792838875,3.94387313975286,0.205064194008559,0.131986686560312,0.643635946287157,0.224377367152531,4.35,1.3,3.5,10.9955742875643,12.2,38.3274303737955,116.898662640076,9.62112750161874,107.277535138457,21,1.90985931710274,11.1502040816327,0.917696855683956,0.0823031443160441
"UTA","H_annuus",34.3,47.2528895494001,1000.6143343108,1.48411459146818,316.621600749561,31.8391112256733,-0.684586361651226,-14.4966145578411,103.994,64.658,0.313,0.789,47.2238783006712,3.9966,0.4911,7.13805742211362,0.122879447530401,1.92,0.54,135.812332820854,65,3.85,1.51,25989.9827093713,39.62,-29.38,10.2909090909091,0.3339,11.5303983228512,10.92236985,0,78,1.134215501,18.0952380952381,71.3,0.160589060308555,0.466760168302945,0.192145862552595,0.180504908835905,180,202,1.1944,3.98705,1.984,7.16545,0.19025,0.8409,0.31155,1.3427,5.27805519053876,3.74140801522179,5.3681592039801,4.33659789975423,0.226245689142585,0.14169211290683,0.626275415208163,0.232032471885008,4.3,1.4,3.55,11.1526539202438,12.15,38.170350741116,115.94244037614,9.89798035421634,106.044460021923,21,1.8829598901013,10.7137472723666,0.914630222357703,0.0853697776422971
"UTA","H_annuus",36.1,45.4616238596233,1046.77416343933,2.17365986556268,337.111450628204,20.9147827495334,-0.53590336671719,-12.3394140101962,87.773,56.76,0.342,0.817,43.4302120241988,3.4491,0.3812,8.04800629590766,0.110521585341103,1.6,0.55,129.446129719876,84.5,4.48,1.77,23365.4947196279,38.54,-29.82,8.60267857142857,0.4894,9.15406620351451,13.247094,0.344718136384067,98,2.553191489,16.1958568738235,139.76,0.215655409273039,0.438537492844877,0.126502575844304,0.219304522037779,176,190,1.06145,2.9568,1.7364,5.75465,0.19295,0.6481,0.3129,1.15395,4.5011661052086,3.56225891066194,4.54937679769895,3.98691451102734,0.297716401789847,0.16720828458772,0.561636119415919,0.27115559599636,4.2,1.35,3.15,9.89601685880785,11.55,36.2853951489621,104.774078492628,7.79311327631118,96.9809652163169,21.5,2.17259128665127,12.4444444444444,0.925619834710744,0.0743801652892562
"UTA","H_annuus",37,38.9955878040891,859.675828069792,1.50197816972805,330.911345354288,25.9628192939379,-0.954420422885653,-21.5528300059015,105.708,65.613,0.309,0.689,45.3608052370681,4.72,0.4795,8.84358706986444,0.101588983050847,1.44,0.56,82.7606403127079,76,4.61,-0.45,18648.0656848111,37.18,-29.75,8.06507592190889,0.2363,19.5090986034702,9.378682915,0.451119466022762,32,1.883239171,27.2373540856035,85.91,0.155395181003376,0.485042486322896,0.167268071237341,0.192294261436387,178,190,0.78335,2.44935,1.27395,4.50665,0.13905,0.55065,0.18385,0.87355,4.63358504135203,3.44810678289294,5.92929018221376,4.15900635338561,0.252519749387088,0.159178066510217,0.630358880430428,0.210463053059356,3.2,1,2.8,8.79645943005142,9.2,28.9026524130261,66.47610054996,6.15752160103599,60.318578948924,20,2.27364204416993,9.79591836734694,0.907372400756144,0.0926275992438563
